v1,speaker,domint,topic1,topic2,frame,gainloss,debate,hc_segtype,hc_funct,hc_meme,hc_memtyp,hc_memint,hc_interpt,hc_success,hc_intype,hc_visinter,hc_visuccess,hc_intmod,hc_modtype,hc_nonflu,hc_putdown,hc_attone,hc_fetone,hc_hrtone,hc_lookat2,hc_brush1,hc_nvdis1,hc_look,hc_eyebrow,hc_atface,hc_feface,hc_hrface,hc_saface,hc_neuface,hc_inapprop,hc_affgest,hc_defgest,hc_nvsub,hc_agentic,hc_commun,hc_waveoff,hc_nvtic1,hc_nvtic2,hc_nvtic3,hc_nvtic4,hc_nvtic5,hc_nvtic6,dt_segtype,dt_funct,dt_meme,dt_memtyp,dt_memint,dt_interpt,dt_success,dt_intype,dt_visinter,dt_visuccess,dt_intmod,dt_modtype,dt_nonflu,dt_putdown,dt_attone,dt_fetone,dt_hrtone,dt_lookat2,dt_brush1,dt_nvdis1,dt_lookat3,dt_eyebrow,dt_atface,dt_feface,dt_hrface,dt_saface,dt_neuface,dt_inapprop,dt_affgest,dt_defgest,dt_nvsub,dt_agentic,dt_commun,dt_waveoff,dt_nvtic1,dt_nvtic2,dt_nvtic3,dt_nvtic4,dt_nvtic5,dt_nvtic6,hc_blame,dt_blame,i,they,sixltr,hc_6ltr,hc_i,hc_they,hc_ithey_mean,hc_ithey,dt_6ltr,dt_i,dt_they,dt_ithey_mean,dt_ithey,tweet_vol,trump_vol,clinton_vol,mention_diff_vol,dt_interruptions,hc_interruptions,hc_angry,dt_angry,trump_vol_arf1,clinton_vol_arf1,DT_POPTOT,HC_POPTOT,hc_blame2,dt_blame2,hc_anger,dt_anger,DT_POPTOT10,HC_POPTOT10,HC_ATONE2,HC_AFACE2,HC_DGEST2,HC_NVDIS2,HC_INAPPRO2,HC_INTYPE2,HC_NONFLU2,HC_PUTD2,DT_ATONE2,DT_AFACE2,DT_DGEST2,DT_NVDIS2,DT_INAPPRO2,DT_INTYPE2,DT_NONFLU2,DT_PUTD2,HC_POP_VIS,DT_POP_VIS,HC_POP_TON,DT_POP_TON,HC_POP_VER,DT_POP_VER,HC_POP_VER2,DT_POP_VER2
40,2,1,,,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,10,0,0,0,1.320899,-1.320899,10,0,0,2.101816,-2.101816,4554,2946,2059,887,0,0,0,1,-206.7061,-71.85488,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
41,2,2,18,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,8.57,0,0,0,1.320899,-1.320899,8.57,0,0,2.101816,-2.101816,4290,2722,1995,727,0,0,0,1,-152.5498,-21.06445,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
42,2,2,18,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,0.9172285,3.23,6.45,9.68,0,0,0,1.320899,-1.320899,9.68,3.23,6.45,2.101816,7.578184,3960,2581,1761,820,0,0,0,1,-69.03079,-186.8462,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
43,2,2,18,33,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,3.7,22.22,0,0,0,1.320899,-1.320899,22.22,0,3.7,2.101816,1.598184,4240,2853,1736,1117,0,0,0,2,317.1947,49.10684,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
44,2,2,18,33,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,4.17,0,16.67,0,0,0,1.320899,-1.320899,16.67,4.17,0,2.101816,2.068183,4512,3128,1700,1428,0,0,0,2,219.6685,-7.187495,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
45,2,1,38,,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.94,0,20.59,0,0,0,1.320899,-1.320899,20.59,2.94,0,2.101816,0.8381835,4892,3605,1629,1976,0,0,0,0,417.1792,-48.68181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46,0,1,38,,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.86,0,25.71,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,5036,3830,1492,2338,0,0,0,1,129.4427,-112.8369,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47,2,2,15,,6,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,3.33,16.67,0,0,0,1.320899,-1.320899,16.67,0,3.33,2.101816,1.228184,5178,4058,1347,2711,0,0,0,2,201.5869,-113.5298,6,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,4,0,1,0,1,0,2
48,2,2,19,15,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,18.18,0,0,0,1.320899,-1.320899,18.18,0,0,2.101816,-2.101816,5002,4108,1147,2961,0,0,0,2,40.88634,-173.49,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,3,0,1,0,1,0,1
49,0,2,19,15,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,2.63,10.53,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,5671,4691,1190,3501,0,0,0,2,625.0913,70.89096,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
50,2,2,5,18,3,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,4.76,2.38,16.67,0,0,0,1.320899,-1.320899,16.67,4.76,2.38,2.101816,5.038184,6078,5063,1232,3831,0,0,0,2,305.8469,17.45348,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
51,2,2,15,18,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,0.5672284,0,2.56,12.82,0,0,0,1.320899,-1.320899,12.82,0,2.56,2.101816,0.4581835,6713,5532,1417,4115,0,0,0,2,457.1455,155.3345,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1
52,2,1,15,33,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,6.06,21.21,0,0,0,1.320899,-1.320899,21.21,0,6.06,2.101816,3.958184,6735,5615,1389,4226,0,0,0,2,69.3909,-81.72707,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
53,2,1,15,33,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,0.9172285,3.33,10,13.33,0,0,0,1.320899,-1.320899,13.33,3.33,10,2.101816,11.22818,6522,5535,1217,4318,0,0,0,2,8.410138,-182.5514,4,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1
54,0,1,15,18,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.86,0,14.29,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,6690,5665,1269,4396,0,0,0,2,269.5429,71.39001,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
55,1,1,1,14,3,0,1,2,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,5,2,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,20,20,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,7033,6115,1156,4959,0,0,0,2,546.2727,-136.0173,3,1,1,0,0,0,3,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,1,0,0,1,0
56,1,1,1,33,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.9700375,-0.0827715,0,4.35,8.7,8.7,0,4.35,1.320899,3.029101,0,0,0,2.101816,-2.101816,7309,6356,1231,5125,0,0,0,0,264.3318,78.11863,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,1,1,1,33,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,5.71,0,8.57,8.57,5.71,0,1.320899,4.389101,0,0,0,2.101816,-2.101816,7150,6315,1117,5198,0,0,2,0,32.3964,-145.7707,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
58,0,1,15,,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,0,7.41,22.22,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,6873,6026,1153,4873,0,0,2,0,-141.6072,36.53043,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
59,1,1,15,5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,1,1,2,0,0,0,,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,3.85,3.85,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,7136,6204,1255,4949,1,0,2,1,385.5317,75.22381,3,3,0,0,0,0,3,3,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,2,0,0,0,0
60,1,1,15,,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,-0.0299625,-0.0827715,0,0,10.34,10.34,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,7020,6158,1190,4968,0,0,2,0,53.68962,-104.5643,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
61,1,1,15,20,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.0299625,-0.0827715,4.17,4.17,25,25,4.17,4.17,1.320899,7.019101,0,0,0,2.101816,-2.101816,6520,5530,1262,4268,0,0,1,0,-489.5691,64.86713,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,1,1,33,15,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,23.81,23.81,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,6588,5538,1313,4225,0,0,1,0,272.3837,21.58045,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
63,1,1,15,1,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,4,8,16,16,4,8,1.320899,10.6791,0,0,0,2.101816,-2.101816,7042,5846,1485,4361,0,0,1,0,422.3651,147.4763,1,2,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
64,1,1,5,15,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,3.33,0,10,10,3.33,0,1.320899,2.009101,0,0,0,2.101816,-2.101816,7281,5996,1579,4417,0,0,1,0,177.0516,51.78842,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,1,1,5,15,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,18.52,18.52,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,7171,5851,1622,4229,0,0,1,0,-87.70745,20.77344,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,0,1,15,8,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,16.67,0,9.52,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,6840,5547,1601,3946,0,0,2,0,-175.8542,-26.86052,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
67,1,1,17,26,6,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,1,1,1,0,0,0,,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.0299625,-0.0827715,0,0,2.86,2.86,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,7104,5646,1752,3894,0,0,2,2,264.0283,161.0285,4,3,0,0,0,0,4,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2,1,1,1,1,1,1
68,1,1,8,15,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,3.12,0,12.5,12.5,3.12,0,1.320899,1.799101,0,0,0,2.101816,-2.101816,6934,5542,1659,3883,0,0,0,10,-35.09068,-111.4923,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
69,1,1,8,15,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,3.45,0,13.79,13.79,3.45,0,1.320899,2.129101,0,0,0,2.101816,-2.101816,6100,4817,1568,3249,0,0,0,0,-622.2186,-63.58918,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
70,0,1,15,8,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,0,2.56,12.82,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,5880,4628,1502,3126,0,0,0,0,46.86644,-37.82723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
71,2,1,8,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,3.23,0,16.13,0,0,0,1.320899,-1.320899,16.13,3.23,0,2.101816,1.128183,6581,5201,1726,3475,0,0,0,1,679.5355,243.4938,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
72,2,1,8,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,11.11,0,0,0,1.320899,-1.320899,11.11,0,0,2.101816,-2.101816,6988,5449,2009,3440,0,0,0,2,163.1481,247.2477,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
73,2,1,8,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,3.7,3.7,0,0,0,1.320899,-1.320899,3.7,0,3.7,2.101816,1.598184,6844,5193,2095,3098,0,0,0,2,-275.7502,42.93797,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
74,2,1,,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,3.12,0,3.12,0,0,0,1.320899,-1.320899,3.12,3.12,0,2.101816,1.018183,6353,4832,1909,2923,0,0,0,2,-255.2451,-182.7817,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
75,2,1,5,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,14.71,0,0,0,1.320899,-1.320899,14.71,0,0,2.101816,-2.101816,6555,4979,1988,2991,0,0,0,2,282.8192,139.7222,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
76,2,1,5,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,8.7,13.04,0,0,0,1.320899,-1.320899,13.04,0,8.7,2.101816,6.598184,6562,4997,1962,3035,0,0,0,2,34.00339,-12.33579,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
77,2,1,5,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.94,0,8.82,0,0,0,1.320899,-1.320899,8.82,2.94,0,2.101816,0.8381835,6679,5117,1976,3141,0,0,0,2,153.796,43.37368,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,0,1,0,1
78,0,1,34,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,11.43,0,11.43,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,6458,5089,1736,3353,0,0,0,2,-15.33309,-217.9436,4,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,1,0,1
